timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,interface,rule_id,bytes_in,bytes_out
1775001857,10.4.12.2,59349,10.5.10.1,636,TCP,ALLOW,wan,rule_44,6184,2311
1775001857,10.5.10.3,56115,10.4.2.40,445,UDP,ALLOW,lan_servers,rule_5,2583,19665
1775001878,10.3.1.30,51058,10.3.11.9,25,TCP,ALLOW,lan_servers,rule_19,7920,31662
1775001929,10.4.12.1,64390,10.5.10.1,443,TCP,ALLOW,wan,rule_14,6376,1194
1775001931,10.5.1.50,58363,13.107.42.14,88,UDP,ALLOW,lan_servers,rule_22,1524,28966
1775001932,10.3.1.40,51779,10.4.2.40,3389,TCP,ALLOW,lan_servers,rule_24,223,6699
1775001942,10.4.2.10,59676,10.5.10.3,993,TCP,ALLOW,wan,rule_10,5938,26130
1775001946,10.5.10.3,63972,140.82.112.22,25,TCP,BLOCK,lan_servers,rule_30,5903,21745
1775001966,10.4.2.30,49886,10.5.10.3,80,TCP,ALLOW,lan_servers,rule_10,6578,8613
1775001976,10.4.2.10,58209,10.4.2.40,389,TCP,ALLOW,lan_clinical,rule_38,2759,6659
1775001978,10.3.1.11,61067,140.82.112.22,25,TCP,ALLOW,lan_clinical,rule_38,4442,21820
1775001979,10.3.1.40,53494,52.168.112.45,135,TCP,ALLOW,lan_servers,rule_49,1488,174
1775001981,10.3.11.9,64958,10.4.2.40,3389,TCP,BLOCK,lan_servers,rule_15,5440,10556
1775001987,10.4.2.10,49883,10.5.10.5,25,TCP,ALLOW,lan_servers,rule_18,7751,11548
1775001992,10.5.10.1,53727,52.168.112.78,88,TCP,ALLOW,wan,rule_30,7244,22576
1775001996,10.4.2.11,60818,52.168.112.78,636,TCP,ALLOW,lan_billing,rule_18,5177,13540
1775001998,10.3.1.30,49703,13.107.42.14,636,UDP,ALLOW,lan_clinical,rule_1,688,11143
1775001999,10.3.1.40,55993,140.82.112.22,993,UDP,BLOCK,wan,rule_30,5220,28552
1775002001,140.82.112.22,49747,140.82.112.22,443,TCP,ALLOW,wan,rule_46,7764,30090
1775002012,10.4.12.1,50078,10.5.10.1,5432,TCP,ALLOW,lan_clinical,rule_6,6818,10904
1775002015,10.3.1.30,55155,140.82.112.22,445,TCP,ALLOW,lan_billing,rule_13,1553,27953
1775002027,10.3.11.9,64957,52.168.112.78,53,TCP,ALLOW,lan_clinical,rule_8,1486,29978
1775002036,10.3.1.40,58048,10.5.10.3,80,UDP,ALLOW,lan_servers,rule_27,2185,30603
1775002045,52.168.112.78,63811,10.4.2.40,3389,TCP,BLOCK,lan_servers,rule_16,3866,17164
1775002048,10.3.11.9,59746,10.5.10.3,25,TCP,ALLOW,lan_servers,rule_17,3447,848
1775002058,10.3.11.9,55119,52.168.112.45,993,TCP,BLOCK,lan_clinical,rule_43,978,19443
1775002070,10.4.2.40,61249,10.5.10.1,3389,TCP,ALLOW,lan_clinical,rule_48,5523,15551
1775002079,10.5.0.10,52377,10.3.1.11,993,TCP,ALLOW,lan_clinical,rule_10,867,23061
1775002082,13.107.42.14,50374,10.4.2.30,53,TCP,ALLOW,wan,rule_34,7931,19117
1775002091,10.3.1.30,52582,140.82.112.22,389,UDP,ALLOW,lan_servers,rule_16,4723,6442
1775002099,10.3.11.9,52397,10.4.2.30,443,TCP,BLOCK,wan,rule_5,7814,10566
1775002101,10.4.12.1,52623,13.107.42.14,80,TCP,BLOCK,wan,rule_9,1778,17838
1775002127,10.3.11.9,62381,52.168.112.78,443,TCP,ALLOW,lan_clinical,rule_37,1075,21353
1775002138,10.4.12.1,53862,10.3.1.11,25,UDP,ALLOW,lan_billing,rule_27,7264,14909
1775002158,10.4.2.11,50459,10.5.10.3,993,TCP,ALLOW,wan,rule_38,1499,1839
1775002160,10.5.1.50,55240,10.4.2.30,22,TCP,ALLOW,lan_servers,rule_16,5578,13684
1775002164,10.3.1.10,65507,10.5.10.5,5432,TCP,ALLOW,lan_billing,rule_16,5268,3530
1775002167,10.5.1.50,57512,10.5.10.1,80,TCP,ALLOW,lan_servers,rule_27,6972,28810
1775002197,10.4.2.11,56475,10.5.10.1,389,UDP,ALLOW,lan_clinical,rule_32,1186,9886
1775002215,10.4.2.40,62177,52.168.112.45,636,TCP,ALLOW,lan_clinical,rule_10,2910,230
1775002219,10.5.10.5,65258,10.5.10.3,636,UDP,ALLOW,lan_billing,rule_42,1080,28404
1775002254,10.4.12.2,62859,10.4.2.40,389,UDP,ALLOW,lan_clinical,rule_3,6586,14465
1775002268,10.4.12.2,56091,10.5.10.1,993,TCP,ALLOW,lan_billing,rule_6,7887,9074
1775002281,10.5.10.5,58163,10.3.1.11,443,TCP,ALLOW,lan_clinical,rule_7,4790,29809
1775002282,52.168.112.78,49863,10.5.10.1,445,TCP,ALLOW,lan_billing,rule_18,5490,10060
1775002291,10.3.1.11,49161,10.5.10.3,88,TCP,ALLOW,lan_clinical,rule_45,7734,24681
1775002294,10.4.2.10,56151,10.4.2.40,3389,TCP,ALLOW,lan_billing,rule_10,7997,1421
1775002343,10.5.0.10,65525,10.5.10.1,53,TCP,ALLOW,lan_servers,rule_50,7680,29082
1775002348,10.5.1.50,59515,10.4.2.40,993,TCP,ALLOW,lan_clinical,rule_42,4327,28441
1775002351,10.5.0.10,52709,10.5.10.5,443,TCP,ALLOW,lan_clinical,rule_3,7516,31350
1775002364,13.107.42.14,58007,10.4.2.30,3389,UDP,ALLOW,lan_billing,rule_6,2817,22174
1775002400,10.3.1.10,52870,13.107.42.14,80,TCP,ALLOW,wan,rule_49,611,23771
1775002419,10.3.1.40,57728,52.168.112.45,80,TCP,ALLOW,lan_billing,rule_40,2316,10654
1775002419,10.4.2.30,62013,10.5.10.3,25,TCP,ALLOW,lan_clinical,rule_14,7875,17981
1775002424,10.3.1.30,59864,13.107.42.14,80,TCP,ALLOW,lan_servers,rule_7,3073,22747
1775002447,10.3.1.30,52251,10.3.1.11,3389,TCP,ALLOW,wan,rule_13,955,23082
1775002458,10.3.1.40,51982,13.107.42.14,445,TCP,ALLOW,wan,rule_9,6353,10643
1775002466,140.82.112.22,62804,10.5.10.5,135,TCP,ALLOW,lan_servers,rule_3,5433,27049
1775002475,10.4.2.11,58684,52.168.112.78,993,TCP,ALLOW,lan_clinical,rule_41,704,23576
1775002476,52.168.112.78,50104,140.82.112.22,445,TCP,ALLOW,lan_servers,rule_46,3673,26509
1775002499,10.3.1.40,51094,10.5.10.3,80,TCP,ALLOW,lan_servers,rule_40,1353,5215
1775002502,10.5.10.1,54009,10.3.11.9,445,TCP,ALLOW,lan_servers,rule_48,5313,27166
1775002514,10.3.1.10,56171,10.5.10.1,53,TCP,ALLOW,lan_clinical,rule_37,7807,20088
1775002520,10.3.11.9,49524,13.107.42.14,22,TCP,ALLOW,lan_servers,rule_21,4185,27420
1775002530,10.5.10.1,54622,10.4.2.30,88,TCP,ALLOW,lan_clinical,rule_9,3951,28139
1775002536,10.5.0.10,61923,10.3.1.11,135,TCP,ALLOW,lan_servers,rule_29,5938,3795
1775002557,10.5.1.50,64688,10.5.10.1,636,UDP,ALLOW,lan_servers,rule_4,5008,8091
1775002567,10.3.1.30,62375,10.3.1.10,389,UDP,BLOCK,lan_billing,rule_17,5111,18100
1775002615,140.82.112.22,54980,10.3.1.11,22,UDP,ALLOW,lan_clinical,rule_14,2119,20563
1775002644,140.82.112.22,59717,10.3.1.11,80,TCP,ALLOW,lan_billing,rule_2,1076,18948
1775002660,10.4.2.11,51607,10.4.2.40,3389,TCP,ALLOW,lan_billing,rule_24,1419,6607
1775002676,13.107.42.14,49992,52.168.112.78,389,TCP,ALLOW,lan_clinical,rule_17,2474,25181
1775002686,10.5.0.10,51782,140.82.112.22,389,TCP,ALLOW,lan_servers,rule_34,51,17131
1775002686,13.107.42.14,56859,10.5.10.1,389,TCP,ALLOW,lan_servers,rule_29,2391,19853
1775002714,10.3.1.30,49296,10.5.10.3,53,UDP,BLOCK,wan,rule_34,1450,30486
1775002717,52.168.112.78,62633,10.5.10.5,993,UDP,BLOCK,lan_clinical,rule_21,5431,27811
1775002724,10.5.10.3,59116,13.107.42.14,445,TCP,ALLOW,lan_servers,rule_35,1145,8556
1775002727,10.5.0.10,61896,140.82.112.22,88,TCP,ALLOW,lan_clinical,rule_28,2219,19518
1775002728,10.4.2.10,53747,52.168.112.78,993,UDP,ALLOW,lan_billing,rule_8,1622,30736
1775002731,10.4.2.30,51853,10.3.1.11,135,TCP,ALLOW,lan_clinical,rule_28,2528,17929
1775002732,10.4.12.2,56462,10.3.1.10,389,TCP,ALLOW,lan_clinical,rule_6,1450,20216
1775002737,10.5.10.3,49405,10.3.1.10,5432,TCP,ALLOW,lan_servers,rule_45,3998,20442
1775002739,52.168.112.45,53759,10.5.10.5,25,TCP,ALLOW,lan_clinical,rule_4,3357,15447
1775002754,10.3.1.40,55276,10.3.11.9,80,TCP,ALLOW,lan_servers,rule_3,2566,25639
1775002757,10.4.2.10,53232,10.5.10.1,445,UDP,BLOCK,lan_billing,rule_49,7450,4190
1775002760,10.4.2.11,49371,10.5.10.5,636,TCP,ALLOW,wan,rule_13,6159,28723
1775002769,10.4.2.10,55839,52.168.112.45,53,TCP,ALLOW,lan_servers,rule_30,2546,31342
1775002770,10.4.2.30,55481,10.4.2.30,135,UDP,BLOCK,lan_servers,rule_30,7855,31326
1775002778,10.4.2.40,49198,10.4.2.40,25,TCP,BLOCK,lan_servers,rule_34,7476,24895
1775002785,13.107.42.14,50430,10.5.10.1,53,TCP,ALLOW,lan_clinical,rule_30,7869,16799
1775002796,10.3.1.30,50718,10.5.10.1,993,UDP,ALLOW,lan_billing,rule_20,855,830
1775002804,13.107.42.14,64875,52.168.112.45,25,UDP,BLOCK,lan_billing,rule_3,593,22588
1775002804,10.5.10.5,52181,10.5.10.3,3389,TCP,BLOCK,lan_servers,rule_50,3461,23648
1775002824,10.4.2.40,61063,10.5.10.3,443,TCP,ALLOW,lan_billing,rule_49,3342,23378
1775002825,10.4.2.30,53660,52.168.112.78,88,UDP,ALLOW,wan,rule_44,2224,31038
1775002846,10.5.0.10,61094,10.5.10.1,80,TCP,BLOCK,wan,rule_47,787,7597
1775002859,10.4.2.40,62888,10.5.10.1,445,UDP,ALLOW,lan_clinical,rule_27,5367,31322
1775002888,10.5.10.1,55859,10.4.2.40,22,TCP,ALLOW,lan_clinical,rule_48,4974,19741
1775002897,10.3.1.30,58958,13.107.42.14,443,UDP,ALLOW,lan_billing,rule_19,1633,1257
1775002915,52.168.112.45,51123,52.168.112.78,636,TCP,ALLOW,lan_billing,rule_50,4976,16746
1775002925,10.3.11.9,55663,52.168.112.78,389,TCP,ALLOW,wan,rule_44,2362,3021
1775002930,10.5.10.5,52526,10.5.10.3,80,TCP,ALLOW,lan_clinical,rule_16,1217,7378
1775002942,140.82.112.22,56656,10.5.10.5,53,UDP,ALLOW,wan,rule_39,6262,6320
1775002960,10.5.1.50,62395,52.168.112.78,445,TCP,ALLOW,wan,rule_38,7127,2076
1775002962,10.4.2.10,50451,10.3.1.10,25,TCP,ALLOW,lan_servers,rule_31,3172,31153
1775002972,10.3.11.9,58553,52.168.112.45,5432,TCP,ALLOW,lan_clinical,rule_46,3608,28194
1775002995,10.5.10.3,63383,13.107.42.14,389,TCP,ALLOW,wan,rule_15,2800,23709
1775003018,10.5.10.3,54385,140.82.112.22,80,UDP,ALLOW,lan_billing,rule_28,5591,30752
1775003047,140.82.112.22,54802,10.5.10.3,5432,UDP,ALLOW,lan_clinical,rule_10,1833,9621
1775003051,10.4.2.11,54189,52.168.112.78,443,TCP,ALLOW,wan,rule_11,1974,13127
1775003058,13.107.42.14,63428,10.5.10.5,88,TCP,ALLOW,wan,rule_35,4290,1311
1775003079,10.3.1.40,50413,10.5.10.5,53,UDP,ALLOW,wan,rule_16,4177,18576
1775003082,10.5.0.10,55110,10.5.10.3,53,TCP,BLOCK,lan_servers,rule_41,1749,30922
1775003083,10.5.10.3,55856,10.4.2.30,636,UDP,ALLOW,lan_clinical,rule_39,4830,31309
1775003105,52.168.112.45,57629,10.5.10.5,3389,TCP,ALLOW,lan_clinical,rule_23,1173,20322
1775003107,10.4.12.2,54245,52.168.112.78,993,UDP,BLOCK,lan_clinical,rule_41,6762,5042
1775003122,10.3.1.40,56010,52.168.112.78,389,TCP,ALLOW,lan_billing,rule_40,6036,24156
1775003134,10.4.12.1,53521,10.3.11.9,135,TCP,ALLOW,lan_clinical,rule_43,2096,3833
1775003171,10.4.12.2,49935,10.3.11.9,443,TCP,ALLOW,lan_billing,rule_47,6022,14704
1775003186,52.168.112.45,60841,52.168.112.45,389,TCP,BLOCK,lan_clinical,rule_47,7784,3673
1775003197,10.3.1.40,63435,10.5.10.5,3389,UDP,ALLOW,lan_clinical,rule_24,7289,22869
1775003204,10.4.2.11,50390,10.4.2.40,80,TCP,ALLOW,lan_clinical,rule_50,2977,18742
1775003240,10.4.2.10,56459,10.3.1.11,636,TCP,BLOCK,wan,rule_9,3522,12705
1775003254,10.3.1.40,64484,52.168.112.45,3389,TCP,ALLOW,wan,rule_14,1455,3907
1775003255,52.168.112.45,54723,52.168.112.45,3389,TCP,ALLOW,wan,rule_42,1303,8401
1775003257,10.3.11.9,57525,10.3.1.10,636,UDP,ALLOW,wan,rule_32,5128,577
1775003259,10.4.2.30,56153,10.5.10.1,135,UDP,ALLOW,lan_clinical,rule_42,3253,6834
1775003261,52.168.112.45,60232,10.5.10.1,53,TCP,ALLOW,lan_clinical,rule_27,7837,21720
1775003276,13.107.42.14,54042,13.107.42.14,3389,TCP,ALLOW,lan_billing,rule_13,7263,5064
1775003282,10.4.2.30,63407,140.82.112.22,3389,UDP,ALLOW,lan_clinical,rule_29,6149,23224
1775003282,52.168.112.45,52348,10.5.10.5,25,TCP,ALLOW,lan_clinical,rule_25,1157,8879
1775003306,10.3.1.40,59597,10.3.1.11,636,TCP,ALLOW,wan,rule_42,4459,16445
1775003311,10.5.10.3,56267,52.168.112.78,636,TCP,ALLOW,lan_servers,rule_29,2190,27207
1775003316,13.107.42.14,55396,140.82.112.22,25,TCP,ALLOW,lan_servers,rule_28,4257,25970
1775003327,52.168.112.78,53490,10.4.2.40,389,TCP,ALLOW,lan_clinical,rule_38,5612,30193
1775003330,10.3.1.11,50936,10.5.10.3,25,UDP,ALLOW,lan_servers,rule_12,5660,4197
1775003336,10.3.1.30,61574,10.5.10.3,443,UDP,ALLOW,lan_clinical,rule_24,1473,22007
1775003338,10.4.2.11,61182,10.5.10.3,53,TCP,BLOCK,wan,rule_18,2368,27434
1775003350,10.4.12.1,64815,52.168.112.78,88,TCP,ALLOW,lan_clinical,rule_29,3552,27123
1775003360,10.4.2.11,59472,52.168.112.45,993,TCP,ALLOW,wan,rule_30,5282,3512
1775003377,10.5.1.50,49261,10.5.10.3,389,TCP,ALLOW,lan_servers,rule_30,7206,11930
1775003377,10.5.10.3,53706,10.3.1.11,5432,TCP,ALLOW,lan_clinical,rule_30,5595,9476
1775003390,10.3.1.11,52781,10.3.11.9,22,TCP,ALLOW,lan_servers,rule_50,7182,6497
1775003415,10.4.12.1,51970,10.3.11.9,3389,TCP,ALLOW,lan_servers,rule_3,5321,29559
1775003420,10.5.10.1,53844,10.3.1.11,80,TCP,ALLOW,wan,rule_38,4262,5538
1775003480,13.107.42.14,50437,10.3.1.10,445,UDP,ALLOW,lan_clinical,rule_23,6260,4455
1775003483,10.5.0.10,59732,10.3.11.9,22,TCP,ALLOW,wan,rule_41,382,2128
1775003487,10.4.12.2,64465,10.3.11.9,80,TCP,ALLOW,lan_billing,rule_3,4907,3684
1775003490,10.5.10.3,56778,13.107.42.14,3389,TCP,ALLOW,wan,rule_14,2432,7467
1775003499,10.5.10.3,63329,52.168.112.78,3389,UDP,ALLOW,wan,rule_19,4307,20396
1775003499,140.82.112.22,64302,140.82.112.22,88,TCP,ALLOW,lan_clinical,rule_23,4853,2262
1775003544,10.5.10.3,56265,140.82.112.22,993,UDP,ALLOW,lan_servers,rule_46,6896,31031
1775003544,10.4.2.40,54868,52.168.112.45,53,UDP,ALLOW,lan_billing,rule_29,3891,21701
1775003559,10.3.1.40,57670,10.3.11.9,445,UDP,ALLOW,lan_billing,rule_39,6261,29240
1775003571,52.168.112.45,57239,10.3.1.11,22,TCP,ALLOW,lan_clinical,rule_23,6930,16304
1775003573,10.4.2.10,60257,13.107.42.14,53,UDP,ALLOW,wan,rule_26,3488,14573
1775003579,10.3.1.10,57778,140.82.112.22,53,UDP,ALLOW,lan_clinical,rule_16,6490,3909
1775003621,13.107.42.14,51874,52.168.112.78,25,TCP,BLOCK,lan_billing,rule_28,5324,17289
1775003622,10.3.1.30,61731,140.82.112.22,3389,UDP,ALLOW,lan_clinical,rule_27,7917,17513
1775003628,10.5.10.5,63919,52.168.112.78,80,TCP,ALLOW,wan,rule_17,1691,18568
1775003631,10.3.1.11,53984,10.3.11.9,445,UDP,ALLOW,lan_billing,rule_45,1997,31660
1775003635,10.5.0.10,61647,10.4.2.30,443,UDP,ALLOW,lan_servers,rule_29,6940,24841
1775003656,10.4.2.10,50263,10.5.10.1,135,TCP,ALLOW,wan,rule_14,5931,6686
1775003662,10.4.12.2,62357,10.4.2.30,636,TCP,ALLOW,lan_billing,rule_47,3477,22144
1775003673,10.5.10.5,54700,10.3.11.9,3389,TCP,ALLOW,wan,rule_21,1782,3128
1775003717,10.5.10.5,63475,10.4.2.40,22,TCP,ALLOW,lan_servers,rule_27,2626,23323
1775003726,10.5.10.5,52832,10.3.11.9,443,TCP,ALLOW,lan_clinical,rule_34,6078,31096
1775003737,10.3.11.9,64033,140.82.112.22,389,TCP,ALLOW,wan,rule_9,1582,24611
1775003742,10.4.2.30,60344,52.168.112.45,135,TCP,ALLOW,wan,rule_50,3823,23248
1775003747,10.3.1.40,62029,10.4.2.40,389,TCP,ALLOW,lan_billing,rule_28,628,23069
1775003750,10.5.0.10,49952,10.4.2.40,88,TCP,ALLOW,lan_clinical,rule_49,386,7579
1775003752,10.4.2.11,62347,52.168.112.78,993,TCP,ALLOW,lan_clinical,rule_31,6858,4117
1775003757,10.5.1.50,50982,10.4.2.30,22,UDP,ALLOW,lan_servers,rule_47,1905,12817
1775003771,10.5.10.5,55573,52.168.112.78,993,TCP,ALLOW,lan_billing,rule_45,2043,9245
1775003773,13.107.42.14,61807,10.3.1.11,135,TCP,ALLOW,wan,rule_7,523,14875
1775003781,10.5.10.1,57938,10.3.1.11,445,TCP,ALLOW,lan_clinical,rule_33,6816,19892
1775003796,140.82.112.22,65502,13.107.42.14,5432,TCP,ALLOW,lan_servers,rule_38,7255,10742
1775003798,10.5.10.5,55940,10.3.1.10,445,TCP,ALLOW,lan_clinical,rule_5,3611,13626
1775003816,10.4.2.30,56894,13.107.42.14,135,UDP,ALLOW,wan,rule_42,4779,11701
1775003833,13.107.42.14,62895,52.168.112.78,88,TCP,ALLOW,lan_billing,rule_14,5306,8455
1775003835,10.3.1.40,50174,10.4.2.30,53,UDP,ALLOW,wan,rule_6,951,18485
1775003838,10.3.1.11,53801,10.5.10.1,3389,UDP,ALLOW,lan_servers,rule_28,1083,1063
1775003840,10.4.2.40,58074,10.5.10.1,88,TCP,ALLOW,lan_servers,rule_26,94,7461
1775003846,10.4.2.11,52346,10.3.1.10,135,TCP,BLOCK,lan_billing,rule_35,675,28634
1775003856,10.4.12.2,61393,10.3.1.11,636,TCP,ALLOW,lan_clinical,rule_9,1734,31266
1775003862,10.5.10.1,64636,52.168.112.45,3389,TCP,ALLOW,lan_clinical,rule_13,7091,18488
1775003866,10.5.1.50,61610,52.168.112.45,636,TCP,ALLOW,lan_billing,rule_45,3864,30681
1775003866,10.4.2.30,64482,140.82.112.22,53,TCP,ALLOW,lan_billing,rule_28,773,4480
1775003877,10.5.10.5,52149,10.3.1.10,993,TCP,ALLOW,wan,rule_35,2188,16372
1775003900,10.3.1.11,56454,10.3.1.11,88,TCP,ALLOW,lan_clinical,rule_32,1968,24520
1775003907,10.4.12.1,55910,10.5.10.1,53,TCP,ALLOW,lan_clinical,rule_23,6535,30509
1775003935,10.3.11.9,52068,10.3.1.11,389,TCP,ALLOW,wan,rule_21,2787,4938
1775003943,10.4.2.10,53309,10.5.10.3,443,TCP,ALLOW,lan_servers,rule_38,3018,8999
1775003946,10.4.12.1,51915,52.168.112.78,389,TCP,BLOCK,lan_servers,rule_43,6893,11440
1775003947,10.4.2.40,58901,10.5.10.3,53,TCP,BLOCK,lan_billing,rule_13,5178,22063
1775003953,10.4.2.10,62383,10.4.2.30,445,TCP,BLOCK,lan_billing,rule_42,698,21989
1775003962,10.5.1.50,63399,52.168.112.45,993,TCP,ALLOW,wan,rule_41,6912,27796
1775003965,10.3.1.30,58137,10.3.1.11,3389,TCP,ALLOW,lan_billing,rule_28,2272,23555
1775003973,10.5.1.50,51028,10.3.11.9,53,TCP,ALLOW,lan_billing,rule_10,3690,16178
1775003990,52.168.112.78,56677,52.168.112.78,445,TCP,ALLOW,lan_servers,rule_19,2600,20489
1775004041,10.4.2.30,50138,13.107.42.14,25,TCP,BLOCK,lan_clinical,rule_42,5824,28720
1775004044,10.5.10.1,59662,10.5.10.1,135,UDP,ALLOW,lan_clinical,rule_29,2292,26778
1775004045,10.3.1.11,52405,10.3.1.10,80,TCP,ALLOW,lan_servers,rule_4,4622,22505
1775004114,10.5.0.10,60886,52.168.112.45,135,TCP,ALLOW,wan,rule_39,81,5421
1775004116,10.3.11.9,61312,10.4.2.30,25,TCP,ALLOW,lan_billing,rule_22,4109,10669
1775004118,10.4.2.10,51558,10.4.2.30,389,TCP,ALLOW,wan,rule_47,1416,31506
1775004119,10.4.2.30,58324,13.107.42.14,5432,TCP,ALLOW,wan,rule_7,4046,12969
1775004130,10.5.0.10,50114,10.4.2.30,445,TCP,ALLOW,wan,rule_19,5295,28965
1775004138,10.4.12.2,64855,10.5.10.5,636,TCP,ALLOW,lan_servers,rule_43,5066,19027
1775004138,10.5.0.10,63049,10.5.10.5,3389,TCP,ALLOW,lan_servers,rule_12,5885,11356
1775004138,52.168.112.78,54668,10.3.1.11,636,TCP,BLOCK,lan_servers,rule_38,615,30856
1775004138,10.4.2.10,60118,10.3.11.9,80,TCP,ALLOW,lan_billing,rule_9,4886,6651
1775004146,140.82.112.22,52009,10.3.11.9,88,TCP,ALLOW,lan_clinical,rule_20,125,23867
1775004149,13.107.42.14,58148,52.168.112.45,389,TCP,ALLOW,wan,rule_31,7103,8822
1775004162,10.4.12.2,49993,10.5.10.3,5432,UDP,ALLOW,lan_servers,rule_34,4147,24451
1775004164,10.3.1.11,63934,52.168.112.78,80,TCP,ALLOW,lan_servers,rule_18,972,4913
1775004164,10.4.2.10,51225,10.3.11.9,445,TCP,ALLOW,lan_billing,rule_44,2843,17600
1775004165,10.4.2.40,50496,10.4.2.40,135,UDP,ALLOW,lan_clinical,rule_10,4302,28811
1775004166,13.107.42.14,56888,52.168.112.78,3389,TCP,ALLOW,lan_billing,rule_22,5834,18561
1775004173,10.3.1.11,64628,52.168.112.78,636,UDP,ALLOW,lan_clinical,rule_20,1609,30939
1775004181,13.107.42.14,58840,10.5.10.1,445,TCP,BLOCK,wan,rule_9,664,10778
1775004240,10.4.12.1,55739,10.3.1.11,53,TCP,ALLOW,wan,rule_23,6425,10195
1775004243,10.5.10.5,54053,52.168.112.78,636,UDP,BLOCK,lan_clinical,rule_3,6920,18690
1775004243,10.5.10.3,51929,10.5.10.3,993,TCP,BLOCK,lan_servers,rule_23,2271,29904
1775004246,10.3.1.11,62694,52.168.112.45,135,TCP,ALLOW,lan_clinical,rule_12,3762,20481
1775004269,10.5.10.5,52866,10.5.10.5,22,TCP,ALLOW,lan_billing,rule_50,1920,1158
1775004295,140.82.112.22,54410,13.107.42.14,3389,UDP,BLOCK,wan,rule_40,6065,31342
1775004300,10.3.11.9,52479,52.168.112.45,22,TCP,ALLOW,wan,rule_4,3222,5059
1775004307,10.5.10.1,57356,10.5.10.3,389,TCP,ALLOW,wan,rule_47,2249,8848
1775004311,13.107.42.14,54129,10.5.10.1,22,TCP,ALLOW,lan_servers,rule_49,7108,26373
1775004328,10.5.10.3,54779,13.107.42.14,135,TCP,ALLOW,lan_billing,rule_37,3477,25060
1775004338,10.5.10.5,64018,52.168.112.45,53,TCP,ALLOW,wan,rule_1,3990,29154
1775004340,10.5.10.1,57287,52.168.112.78,389,TCP,ALLOW,wan,rule_50,7868,14064
1775004357,10.4.12.2,63635,10.3.11.9,135,TCP,ALLOW,lan_clinical,rule_7,4873,9206
1775004365,52.168.112.45,52440,52.168.112.78,636,TCP,ALLOW,wan,rule_18,5356,27346
1775004367,10.3.1.30,60380,10.5.10.5,636,TCP,ALLOW,wan,rule_29,7545,5031
