timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,interface,rule_id,bytes_in,bytes_out
1773792447,10.1.12.2,62662,10.1.10.5,443,TCP,ALLOW,lan_billing,rule_47,2621,16250
1773792474,10.1.2.10,52638,52.168.112.45,993,TCP,ALLOW,wan,rule_7,4124,13474
1773792493,10.1.10.12,53114,10.1.10.1,80,UDP,ALLOW,wan,rule_35,723,10135
1773792493,140.82.112.22,61348,10.1.2.30,5432,TCP,ALLOW,lan_billing,rule_9,6519,3974
1773792514,52.168.112.78,62091,10.1.10.7,389,UDP,ALLOW,lan_clinical,rule_47,5444,4202
1773792537,10.2.1.10,60839,10.1.10.5,389,TCP,BLOCK,lan_clinical,rule_17,2236,25792
1773792559,10.1.10.5,58819,10.1.2.40,5432,TCP,ALLOW,wan,rule_8,4962,27306
1773792572,10.1.10.3,55641,10.1.10.1,53,TCP,ALLOW,lan_billing,rule_11,6820,29375
1773792577,10.1.11.9,58744,10.1.10.7,5432,TCP,ALLOW,wan,rule_32,2617,1966
1773792587,10.1.10.3,59461,13.107.42.14,445,TCP,ALLOW,lan_clinical,rule_42,4275,31602
1773792593,10.1.1.11,56111,10.1.2.40,135,TCP,ALLOW,lan_clinical,rule_29,1014,27439
1773792595,10.1.1.11,63343,52.168.112.78,80,TCP,ALLOW,lan_servers,rule_37,5237,30720
1773792599,10.2.1.10,56390,10.1.2.30,445,UDP,ALLOW,wan,rule_22,1324,24897
1773792600,10.1.12.2,52506,10.1.2.30,389,TCP,ALLOW,wan,rule_31,5902,29321
1773792601,10.1.1.10,59218,10.1.10.3,5432,TCP,ALLOW,lan_billing,rule_45,1258,7092
1773792604,10.1.2.40,53229,10.1.2.30,389,UDP,ALLOW,lan_billing,rule_7,6596,30402
1773792606,10.1.2.10,61924,10.1.1.10,80,TCP,ALLOW,lan_clinical,rule_11,3683,13658
1773792620,10.1.10.1,59680,10.1.1.10,389,TCP,ALLOW,lan_clinical,rule_30,5994,2399
1773792620,10.1.2.10,64307,52.168.112.78,993,TCP,ALLOW,wan,rule_48,2953,2077
1773792636,10.1.12.2,64357,52.168.112.78,25,TCP,ALLOW,lan_clinical,rule_15,2959,6673
1773792671,10.2.1.10,55893,140.82.112.22,993,TCP,BLOCK,wan,rule_45,5234,6207
1773792672,10.1.10.3,53881,10.1.10.3,25,TCP,ALLOW,lan_servers,rule_26,5033,4073
1773792673,10.1.2.40,57436,10.1.1.10,445,TCP,ALLOW,lan_clinical,rule_5,5392,23085
1773792676,10.1.12.1,59802,10.1.10.1,88,TCP,ALLOW,wan,rule_4,3439,18252
1773792687,10.2.1.10,58753,13.107.42.14,135,TCP,ALLOW,wan,rule_14,7554,31818
1773792694,13.107.42.14,60292,13.107.42.14,88,TCP,ALLOW,lan_billing,rule_42,4998,7014
1773792699,10.0.0.10,62803,10.1.2.40,135,TCP,ALLOW,wan,rule_14,6249,23301
1773792703,10.1.10.1,51517,13.107.42.14,3389,TCP,BLOCK,lan_billing,rule_32,3505,13092
1773792703,10.1.2.20,49848,10.1.10.3,636,TCP,ALLOW,lan_clinical,rule_19,4648,26258
1773792742,10.2.1.10,53517,10.1.10.7,53,TCP,BLOCK,lan_servers,rule_4,1654,1581
1773792744,10.1.2.10,56512,52.168.112.78,88,TCP,ALLOW,lan_servers,rule_5,1040,1979
1773792745,10.1.11.9,63114,13.107.42.14,445,TCP,ALLOW,wan,rule_32,1009,1706
1773792748,140.82.112.22,59495,52.168.112.45,135,UDP,ALLOW,lan_servers,rule_9,6085,19604
1773792774,10.1.1.11,57533,10.1.10.7,135,TCP,BLOCK,wan,rule_23,4122,582
1773792782,10.1.10.5,56066,140.82.112.22,389,UDP,ALLOW,lan_billing,rule_29,3845,4272
1773792788,13.107.42.14,58842,52.168.112.45,80,UDP,ALLOW,lan_clinical,rule_22,3982,24529
1773792795,10.1.1.30,53051,10.1.1.10,443,UDP,ALLOW,lan_clinical,rule_47,2753,19226
1773792807,10.1.1.40,59773,140.82.112.22,993,TCP,ALLOW,lan_billing,rule_13,7981,10794
1773792828,10.1.1.40,58457,10.1.1.11,993,UDP,ALLOW,wan,rule_40,950,12605
1773792828,52.168.112.78,50934,13.107.42.14,993,UDP,ALLOW,lan_servers,rule_45,6688,948
1773792839,10.1.10.3,54019,140.82.112.22,3389,TCP,BLOCK,lan_billing,rule_5,2164,20701
1773792865,10.1.10.5,63314,10.1.2.40,445,UDP,BLOCK,lan_billing,rule_28,255,5132
1773792866,10.0.0.10,56211,140.82.112.22,80,TCP,ALLOW,wan,rule_22,4089,12330
1773792870,10.1.1.10,59207,13.107.42.14,22,TCP,ALLOW,lan_billing,rule_34,565,18923
1773792886,10.1.1.40,59295,10.1.1.11,445,UDP,ALLOW,wan,rule_20,2300,23124
1773792892,10.1.1.50,64096,10.1.2.30,80,TCP,ALLOW,lan_clinical,rule_50,7179,26925
1773792928,10.2.1.11,56008,10.1.1.10,443,TCP,ALLOW,lan_servers,rule_4,1600,30974
1773792936,10.1.1.40,49171,10.1.2.40,88,TCP,ALLOW,lan_clinical,rule_1,1341,1500
1773792973,10.1.2.11,54866,10.1.2.30,445,TCP,ALLOW,lan_clinical,rule_49,6324,13407
1773792987,10.1.11.9,61731,10.1.1.10,445,TCP,ALLOW,lan_billing,rule_3,7659,13306
1773793007,10.1.1.10,55420,10.1.1.10,88,UDP,ALLOW,lan_billing,rule_33,3654,27613
1773793024,13.107.42.14,61796,10.1.1.11,22,TCP,ALLOW,lan_billing,rule_23,4906,2069
1773793031,10.1.10.1,53547,10.1.10.5,88,TCP,ALLOW,lan_billing,rule_39,3004,1601
1773793034,10.1.12.1,64888,10.1.2.40,80,TCP,ALLOW,lan_clinical,rule_16,7789,2896
1773793086,10.1.2.40,57781,140.82.112.22,636,TCP,ALLOW,wan,rule_27,1147,31279
1773793099,10.1.10.12,56396,10.1.2.30,22,UDP,ALLOW,lan_billing,rule_44,1346,11284
1773793100,10.1.11.9,59715,52.168.112.45,3389,TCP,ALLOW,lan_servers,rule_47,2402,22865
1773793120,10.1.10.7,60437,52.168.112.78,25,TCP,BLOCK,wan,rule_22,7708,20628
1773793142,13.107.42.14,62396,10.1.2.40,993,TCP,ALLOW,wan,rule_50,3930,5312
1773793144,10.1.1.30,54314,10.1.2.40,5432,TCP,BLOCK,lan_clinical,rule_47,4179,10105
1773793150,10.1.2.40,49685,10.1.1.11,3389,TCP,BLOCK,lan_billing,rule_41,3261,1186
1773793165,10.2.1.10,52411,10.1.1.10,80,TCP,ALLOW,lan_servers,rule_31,1866,28288
1773793167,10.1.10.12,56393,10.1.2.30,445,UDP,ALLOW,wan,rule_8,2719,8484
1773793171,10.1.10.3,60728,10.1.10.1,636,UDP,BLOCK,lan_billing,rule_16,2812,27812
1773793173,10.1.10.12,62911,10.1.10.3,3389,TCP,ALLOW,lan_servers,rule_28,2691,25682
1773793182,10.1.12.1,60206,10.1.10.3,25,TCP,ALLOW,lan_clinical,rule_8,3281,19625
1773793187,10.1.12.1,58516,140.82.112.22,3389,TCP,BLOCK,lan_clinical,rule_18,4974,23025
1773793197,13.107.42.14,53261,10.1.2.30,993,TCP,BLOCK,lan_clinical,rule_8,7177,25728
1773793218,10.1.10.5,55126,10.1.1.11,22,UDP,ALLOW,wan,rule_26,7171,23137
1773793233,52.168.112.78,58413,140.82.112.22,88,TCP,ALLOW,lan_servers,rule_50,469,1129
1773793248,52.168.112.78,55557,10.1.1.10,5432,TCP,ALLOW,wan,rule_16,4068,30242
1773793250,140.82.112.22,58130,52.168.112.78,443,UDP,ALLOW,lan_servers,rule_13,5019,10252
1773793256,10.1.1.10,54732,140.82.112.22,53,TCP,ALLOW,lan_clinical,rule_14,4456,9605
1773793258,10.1.2.30,58736,10.1.10.3,80,UDP,ALLOW,wan,rule_48,2068,18795
1773793261,10.1.12.1,65250,10.1.2.30,389,TCP,ALLOW,wan,rule_4,1748,21680
1773793289,10.1.10.12,49439,10.1.1.10,25,TCP,ALLOW,lan_billing,rule_23,5314,5220
1773793304,10.1.10.5,60073,13.107.42.14,443,TCP,ALLOW,lan_billing,rule_38,7494,12031
1773793304,10.1.10.3,56628,10.1.1.10,88,TCP,ALLOW,wan,rule_32,2999,5256
1773793306,10.1.12.1,65270,10.1.10.5,636,UDP,ALLOW,wan,rule_14,3683,24014
1773793313,10.1.12.2,50867,10.1.10.7,636,UDP,ALLOW,lan_billing,rule_3,4837,12783
1773793352,52.168.112.45,59601,10.1.10.1,5432,TCP,ALLOW,lan_billing,rule_28,6289,5706
1773793385,10.1.2.40,64256,10.1.10.7,993,TCP,BLOCK,wan,rule_27,3723,9733
1773793402,10.1.10.1,53635,10.1.10.7,135,TCP,ALLOW,wan,rule_12,738,3008
1773793406,10.1.10.7,58621,10.1.10.5,636,TCP,ALLOW,lan_clinical,rule_47,1278,2021
1773793406,10.1.1.11,65152,140.82.112.22,22,TCP,ALLOW,lan_clinical,rule_1,4029,66
1773793408,10.1.1.11,50574,13.107.42.14,135,TCP,ALLOW,wan,rule_50,7040,14891
1773793410,10.2.1.11,51251,10.1.10.7,445,TCP,BLOCK,lan_clinical,rule_25,2090,8951
1773793438,10.1.1.30,65311,10.1.10.5,5432,TCP,ALLOW,lan_billing,rule_2,3384,2242
1773793446,10.2.1.11,49502,13.107.42.14,636,TCP,ALLOW,wan,rule_1,3915,8089
1773793506,10.1.12.2,50547,10.1.1.11,53,TCP,ALLOW,wan,rule_3,3757,13059
1773793507,10.1.1.10,61755,10.1.1.11,993,TCP,ALLOW,lan_billing,rule_7,5453,25798
1773793513,10.1.10.12,58502,10.1.1.10,445,TCP,ALLOW,wan,rule_11,6966,28807
1773793519,10.1.2.10,56545,10.1.10.7,3389,UDP,ALLOW,lan_clinical,rule_35,4935,5965
1773793523,10.1.2.40,63422,10.1.2.30,5432,TCP,ALLOW,lan_clinical,rule_7,3559,13562
1773793540,10.1.1.11,52337,52.168.112.78,135,TCP,ALLOW,lan_servers,rule_13,7438,19708
1773793543,10.1.12.1,51508,10.1.10.1,993,TCP,ALLOW,lan_servers,rule_11,2405,3155
1773793574,10.1.1.40,56530,10.1.10.5,445,TCP,ALLOW,lan_clinical,rule_26,6288,13257
1773793581,10.1.1.40,49888,10.1.10.7,53,TCP,BLOCK,lan_servers,rule_17,7508,1489
1773793582,10.1.12.2,63116,10.1.10.5,636,UDP,ALLOW,wan,rule_20,6577,15232
1773793585,10.1.1.10,53099,52.168.112.45,25,TCP,ALLOW,wan,rule_50,7182,18161
1773793599,10.0.0.10,56792,140.82.112.22,3389,TCP,ALLOW,lan_servers,rule_26,246,28133
1773793614,10.1.2.30,64097,13.107.42.14,80,UDP,ALLOW,lan_clinical,rule_32,4598,24075
1773793626,10.1.10.12,57535,13.107.42.14,53,TCP,ALLOW,wan,rule_7,6502,17118
1773793633,10.1.11.9,50888,10.1.10.5,389,TCP,ALLOW,wan,rule_47,5832,5032
1773793644,13.107.42.14,56825,10.1.10.5,5432,TCP,ALLOW,lan_clinical,rule_15,1070,15310
1773793666,10.1.12.2,53944,52.168.112.78,5432,TCP,BLOCK,lan_billing,rule_31,1333,13358
1773793668,10.1.1.10,62341,10.1.10.5,636,UDP,BLOCK,lan_servers,rule_34,3705,3733
1773793671,10.1.1.11,62109,10.1.1.11,993,TCP,ALLOW,lan_clinical,rule_25,5499,233
1773793676,10.1.1.50,64592,10.1.10.3,80,TCP,ALLOW,lan_billing,rule_29,4721,29079
1773793682,10.1.10.12,58286,52.168.112.45,993,UDP,BLOCK,lan_clinical,rule_22,7323,1925
1773793697,10.1.2.20,52509,10.1.10.3,389,TCP,ALLOW,lan_clinical,rule_42,1430,20326
1773793714,10.0.0.10,49445,52.168.112.78,53,TCP,ALLOW,lan_servers,rule_44,6269,13614
1773793715,13.107.42.14,61423,10.1.2.30,135,TCP,ALLOW,lan_servers,rule_41,945,962
1773793725,52.168.112.78,62560,140.82.112.22,80,UDP,BLOCK,lan_clinical,rule_34,167,13846
1773793727,10.1.12.2,50737,13.107.42.14,53,TCP,ALLOW,wan,rule_31,6010,13719
1773793731,10.1.10.7,51980,10.1.2.40,80,TCP,ALLOW,wan,rule_40,3183,30081
1773793732,10.1.1.40,49603,10.1.2.40,389,TCP,BLOCK,lan_servers,rule_1,3013,31684
1773793733,10.1.11.9,61349,52.168.112.45,22,UDP,ALLOW,lan_servers,rule_40,1564,4923
1773793738,140.82.112.22,62620,52.168.112.78,80,TCP,ALLOW,wan,rule_16,1693,20574
1773793738,10.1.2.40,52237,10.1.1.11,443,TCP,BLOCK,wan,rule_23,7205,2266
1773793750,10.1.2.40,61440,10.1.10.7,636,TCP,ALLOW,lan_servers,rule_2,3071,11085
1773793750,10.1.1.50,49872,10.1.10.1,3389,UDP,BLOCK,lan_clinical,rule_24,1138,16731
1773793761,10.1.10.7,52310,10.1.10.1,443,TCP,ALLOW,lan_billing,rule_3,192,446
1773793777,10.1.2.30,54888,140.82.112.22,80,UDP,ALLOW,wan,rule_26,1276,7510
1773793779,10.1.10.1,52453,52.168.112.45,88,UDP,BLOCK,lan_billing,rule_1,3905,1780
1773793784,10.1.1.10,52593,140.82.112.22,135,TCP,BLOCK,lan_servers,rule_44,1688,7275
1773793796,52.168.112.45,58108,10.1.10.7,88,UDP,ALLOW,lan_billing,rule_40,250,20956
1773793797,10.1.1.30,56303,140.82.112.22,389,TCP,ALLOW,lan_clinical,rule_47,7755,24973
1773793804,10.1.1.11,64629,52.168.112.78,443,TCP,ALLOW,lan_billing,rule_9,5847,23603
1773793808,10.1.12.2,58740,10.1.2.30,445,UDP,BLOCK,lan_clinical,rule_18,1470,31951
1773793835,10.1.2.40,65077,140.82.112.22,389,TCP,ALLOW,lan_clinical,rule_30,4745,16314
1773793836,10.1.2.30,50672,52.168.112.45,80,TCP,ALLOW,wan,rule_36,7160,28059
1773793846,13.107.42.14,57387,140.82.112.22,135,TCP,ALLOW,lan_servers,rule_14,817,11529
1773793847,10.1.2.10,49441,10.1.10.1,993,TCP,ALLOW,lan_servers,rule_21,5008,23584
1773793855,10.2.1.11,52273,10.1.10.5,5432,TCP,ALLOW,lan_servers,rule_18,2928,27596
1773793864,10.1.1.10,64804,10.1.10.1,80,UDP,ALLOW,lan_clinical,rule_40,4167,11408
1773793874,10.1.2.10,60665,10.1.10.3,389,TCP,ALLOW,lan_servers,rule_37,4012,1795
1773793887,10.1.1.40,63865,10.1.10.5,5432,TCP,BLOCK,lan_servers,rule_46,6479,13818
1773793895,10.1.10.5,51663,10.1.1.11,25,TCP,ALLOW,lan_servers,rule_34,4168,11821
1773793896,13.107.42.14,52043,140.82.112.22,3389,UDP,ALLOW,lan_servers,rule_14,1147,24388
1773793934,52.168.112.45,63047,140.82.112.22,25,TCP,ALLOW,lan_clinical,rule_44,6809,17301
1773793941,10.1.10.3,64728,10.1.10.3,636,TCP,ALLOW,lan_billing,rule_50,7589,11374
1773793945,10.1.10.5,56259,13.107.42.14,53,TCP,ALLOW,lan_servers,rule_17,5989,12596
1773793956,52.168.112.78,65274,10.1.10.7,22,TCP,BLOCK,lan_clinical,rule_45,5609,4641
1773793974,140.82.112.22,63408,10.1.2.30,22,UDP,ALLOW,lan_clinical,rule_17,98,21688
1773793984,10.1.11.9,55703,10.1.1.10,5432,TCP,BLOCK,wan,rule_7,6108,7281
1773793997,140.82.112.22,54026,10.1.1.10,25,UDP,ALLOW,wan,rule_39,2631,8459
1773794004,52.168.112.78,52777,10.1.2.30,80,TCP,ALLOW,lan_servers,rule_40,5252,26367
1773794012,10.1.1.10,50316,10.1.1.10,80,TCP,ALLOW,lan_clinical,rule_40,2028,98
1773794015,10.1.1.50,58694,10.1.2.30,389,UDP,BLOCK,lan_clinical,rule_37,64,25039
1773794016,10.1.12.2,62165,140.82.112.22,80,TCP,ALLOW,wan,rule_15,3011,16994
1773794022,10.2.1.11,62357,10.1.10.5,25,TCP,ALLOW,lan_billing,rule_7,460,27621
1773794051,10.1.1.50,56870,10.1.10.1,53,TCP,ALLOW,lan_billing,rule_36,6464,4666
1773794058,140.82.112.22,63894,10.1.2.40,135,TCP,ALLOW,wan,rule_35,7032,30204
1773794059,10.1.2.10,59049,10.1.10.1,22,TCP,ALLOW,lan_servers,rule_11,3802,24336
1773794072,10.1.1.30,51570,52.168.112.78,3389,TCP,ALLOW,wan,rule_9,74,18600
1773794080,10.1.1.10,53601,10.1.10.7,135,TCP,ALLOW,lan_clinical,rule_18,1848,2978
1773794099,10.1.12.2,64024,10.1.2.40,445,TCP,ALLOW,wan,rule_48,3042,11935
1773794103,10.1.1.50,62959,52.168.112.45,443,TCP,ALLOW,wan,rule_24,4897,12047
1773794103,10.1.11.9,60589,10.1.10.1,445,TCP,ALLOW,lan_clinical,rule_22,3833,31600
1773794107,10.1.1.40,57023,10.1.10.1,22,UDP,ALLOW,lan_servers,rule_15,4504,6253
1773794109,10.1.10.12,51906,10.1.10.7,80,TCP,ALLOW,lan_billing,rule_24,4852,5590
1773794132,10.1.1.40,58874,52.168.112.78,443,TCP,BLOCK,lan_clinical,rule_9,2443,17530
1773794138,10.1.2.20,64437,52.168.112.78,80,TCP,BLOCK,lan_billing,rule_27,2935,21156
1773794138,10.1.12.1,56316,10.1.10.5,3389,TCP,BLOCK,wan,rule_36,3170,17362
1773794143,10.1.10.3,57012,10.1.1.10,993,TCP,ALLOW,wan,rule_7,2986,30273
1773794174,10.1.10.5,56979,13.107.42.14,389,TCP,ALLOW,lan_clinical,rule_24,5798,9205
1773794174,10.2.1.11,57447,10.1.2.40,88,TCP,ALLOW,lan_servers,rule_2,2361,4571
1773794183,10.1.2.20,53218,52.168.112.78,135,UDP,ALLOW,lan_billing,rule_46,3647,20134
1773794187,13.107.42.14,57450,10.1.10.1,5432,TCP,ALLOW,lan_clinical,rule_36,3895,12652
1773794211,10.1.10.3,64559,10.1.2.30,445,TCP,BLOCK,wan,rule_25,6834,7158
1773794222,10.1.1.40,59247,10.1.2.30,88,TCP,ALLOW,wan,rule_21,7281,13383
1773794232,10.1.2.40,62605,10.1.10.1,636,TCP,BLOCK,lan_billing,rule_5,772,16561
1773794239,10.1.10.7,59964,10.1.10.3,3389,TCP,ALLOW,lan_servers,rule_17,5307,31416
1773794258,10.1.10.1,62356,10.1.10.1,993,TCP,ALLOW,lan_clinical,rule_5,7311,18467
1773794263,10.1.10.1,51363,140.82.112.22,80,UDP,ALLOW,lan_servers,rule_34,1625,16209
1773794274,10.1.2.20,63157,52.168.112.78,53,TCP,ALLOW,lan_clinical,rule_27,7194,6468
1773794276,10.2.1.11,65325,13.107.42.14,636,TCP,ALLOW,lan_servers,rule_13,5586,7488
1773794282,10.2.1.11,61612,10.1.1.10,88,UDP,ALLOW,wan,rule_20,4395,5912
1773794286,10.1.1.30,64928,10.1.10.1,5432,UDP,BLOCK,lan_servers,rule_45,7554,31741
1773794294,10.1.2.40,55416,10.1.1.11,135,TCP,ALLOW,lan_servers,rule_20,4767,3854
1773794304,52.168.112.78,59303,10.1.2.30,25,UDP,ALLOW,lan_billing,rule_46,4201,23195
1773794312,10.1.12.2,49655,10.1.10.1,389,TCP,ALLOW,wan,rule_5,6996,18885
1773794317,10.1.2.10,59319,13.107.42.14,80,UDP,ALLOW,lan_clinical,rule_11,638,29543
1773794329,13.107.42.14,59612,52.168.112.45,88,TCP,ALLOW,lan_billing,rule_42,4696,29671
1773794341,10.1.10.5,63299,10.1.10.1,88,TCP,ALLOW,lan_clinical,rule_32,5895,22792
1773794360,10.1.12.1,50799,10.1.1.10,25,UDP,ALLOW,lan_billing,rule_44,4268,19606
1773794385,10.1.1.50,59142,13.107.42.14,445,TCP,BLOCK,wan,rule_32,6168,232
1773794387,140.82.112.22,51954,10.1.2.40,389,TCP,ALLOW,lan_clinical,rule_11,7242,24471
1773794388,10.1.10.5,55418,10.1.10.5,80,UDP,BLOCK,lan_billing,rule_26,6790,17975
1773794390,10.1.1.40,59437,10.1.1.11,389,UDP,ALLOW,lan_clinical,rule_4,5912,636
1773794397,10.1.12.1,54336,13.107.42.14,80,UDP,BLOCK,lan_billing,rule_5,6652,15202
1773794399,10.1.10.1,60363,10.1.10.1,993,TCP,ALLOW,lan_servers,rule_23,7928,8620
1773794408,10.1.12.2,56665,10.1.10.5,3389,UDP,BLOCK,lan_clinical,rule_48,3276,15334
1773794438,140.82.112.22,56639,52.168.112.78,3389,TCP,ALLOW,lan_billing,rule_46,3371,3859
1773794448,10.1.2.20,56742,10.1.2.40,3389,TCP,ALLOW,wan,rule_18,120,9580
1773794459,52.168.112.45,49576,10.1.1.11,3389,TCP,BLOCK,lan_servers,rule_23,5244,5525
1773794462,10.1.2.11,64842,10.1.2.40,993,TCP,BLOCK,lan_servers,rule_21,4501,900
1773794463,52.168.112.78,57668,140.82.112.22,443,TCP,ALLOW,lan_clinical,rule_6,2015,8318
1773794466,13.107.42.14,50559,52.168.112.78,993,UDP,BLOCK,lan_billing,rule_7,6785,17172
1773794466,10.1.2.10,63763,140.82.112.22,88,UDP,ALLOW,wan,rule_7,6160,1851
1773794472,10.1.2.30,58176,52.168.112.45,993,TCP,BLOCK,lan_clinical,rule_19,4012,11198
1773794473,140.82.112.22,62216,10.1.10.5,993,UDP,ALLOW,lan_clinical,rule_30,4386,10088
1773794476,10.1.1.40,63754,10.1.10.7,389,TCP,ALLOW,wan,rule_3,1432,31312
1773794483,10.1.10.12,55721,10.1.1.11,5432,UDP,BLOCK,wan,rule_47,4008,2190
1773794489,10.1.10.5,57457,140.82.112.22,53,UDP,ALLOW,lan_clinical,rule_34,7070,30565
1773794491,10.1.12.1,54131,10.1.1.10,88,TCP,ALLOW,lan_billing,rule_29,1248,12522
1773794518,10.1.12.2,58270,13.107.42.14,443,TCP,ALLOW,lan_servers,rule_11,4258,8100
1773794610,10.1.11.9,50500,13.107.42.14,3389,TCP,BLOCK,lan_clinical,rule_46,5159,15840
1773794615,52.168.112.78,54886,10.1.10.1,993,TCP,BLOCK,lan_billing,rule_36,5663,7933
1773794617,10.1.2.10,50756,13.107.42.14,993,TCP,ALLOW,lan_billing,rule_21,1882,26553
1773794621,52.168.112.45,64261,10.1.10.5,389,TCP,ALLOW,lan_clinical,rule_18,935,4045
1773794633,10.1.2.11,62661,10.1.2.30,53,TCP,ALLOW,wan,rule_25,712,17873
1773794634,10.2.1.10,57846,140.82.112.22,25,UDP,ALLOW,lan_clinical,rule_22,966,6145
1773794639,10.1.2.10,65096,10.1.1.11,636,UDP,ALLOW,wan,rule_7,4596,16539
1773794640,10.1.10.1,55233,52.168.112.78,22,TCP,BLOCK,wan,rule_16,4202,29743
1773794644,10.1.2.11,62555,10.1.1.10,53,TCP,ALLOW,lan_servers,rule_42,530,26736
1773794646,10.1.10.3,51249,10.1.10.7,22,TCP,ALLOW,lan_servers,rule_24,5685,28825
